StateAbbr,County,EthnicIdentity,Age,Gender,MaritalStatus,Veteran,Imprisoned,NumberInHousehold,AnnualIncome,Category,Subcategory,AskedOnUtc,ClosedOnUtc,Uno,emotion
GA,Barrow,African American,60.0,Female,Single,Yes,No,1.0,0.0,Housing and Homelessness,Housing or Property Owned,2020-11-03 00:47:53,2021-04-15 15:13:41,9AB933B2-D818-461C-A65C-8BC046CEB6F1,sad
GA,Rockdale,African American,38.0,Female,Married / remarried,No,No,5.0,2500.0,Family and Children,Family/Divorce/Custody,2020-11-03 02:46:27,2021-03-01 18:16:15,D33E389A-D003-49AC-877D-5DCCD0349978,fear
GA,Rockdale,African American,38.0,Female,Married / remarried,No,No,5.0,2500.0,Housing and Homelessness,Housing or Property Owned,2020-11-03 02:52:05,2020-12-17 21:44:52,D33E389A-D003-49AC-877D-5DCCD0349978,fear
GA,Rockdale,African American,38.0,Female,Married / remarried,No,No,5.0,2500.0,Housing and Homelessness,Housing or Property Owned,2020-11-03 02:52:05,2020-12-17 21:44:52,D33E389A-D003-49AC-877D-5DCCD0349978,fear
GA,Cobb,Caucasian,63.0,Female,Divorced or Widowed,No,No,1.0,1250.0,Housing and Homelessness,Housing or Property Owned,2020-11-03 03:32:11,2021-04-15 15:14:26,29300A2A-323C-42E0-A66F-4DC491EB139C,happy
GA,Walton,African American,37.0,Female,Single,No,No,5.0,783.0,Other,Other,2020-11-03 07:24:15,2021-04-15 15:14:54,0240A11E-F5E6-42A8-BB2C-991036874A2D,sad
GA,Cherokee,African American,21.0,Female,Single,No,No,2.0,10000.0,Other,Other,2020-11-03 11:46:24,2021-04-15 15:10:44,73A8FFD4-2669-4B3B-A2C8-596000C068B3,fear
GA,Cobb,Other,36.0,Other,Other,,No,3.0,20000.0,Family and Children,Family/Divorce/Custody,2020-11-03 12:50:41,2021-04-15 15:15:19,B1945487-8C44-408D-822F-0E881962AA22,fear
GA,Cobb,Other,36.0,Other,Other,,No,3.0,20000.0,Family and Children,Family/Divorce/Custody,2020-11-03 13:06:41,2021-04-15 15:15:38,B1945487-8C44-408D-822F-0E881962AA22,fear
GA,Fulton,African American,30.0,Male,Single,No,No,1.0,9432.0,Housing and Homelessness,Housing or Property Owned,2020-11-03 14:11:11,2021-04-15 15:16:02,39338F81-74DA-45AE-BEDB-6D1ACC381871,angry
GA,Rockdale,African American,31.0,Female,Single,No,No,5.0,37000.0,Housing and Homelessness,Housing or Property Owned,2020-11-03 16:34:40,2021-04-15 15:16:42,3726F2AE-183D-41E0-AEF3-82112C73DF1C,sad
GA,Forsyth,Other,49.0,Male,Married / remarried,No,No,3.0,15000.0,Other,Other,2020-11-03 16:39:26,2020-12-27 20:38:11,D852E635-1680-4CA0-9117-28DB8EE7FC62,fear
GA,Forsyth,Other,49.0,Male,Married / remarried,No,No,3.0,15000.0,Other,Other,2020-11-03 16:39:26,2020-12-27 20:38:11,D852E635-1680-4CA0-9117-28DB8EE7FC62,fear
GA,Forsyth,Other,49.0,Male,Married / remarried,No,No,3.0,15000.0,Other,Other,2020-11-03 16:54:42,2021-04-15 15:17:34,D852E635-1680-4CA0-9117-28DB8EE7FC62,fear
GA,Gordon,Caucasian,40.0,Female,Married / remarried,No,No,6.0,42890.0,Family and Children,Family/Divorce/Custody,2020-11-03 16:47:00,2021-04-15 15:17:07,DE992B01-6D43-4675-A37C-E235E34F1D7C,fear
GA,Calhoun,Other,29.0,Other,Other,,No,4.0,21000.0,Family and Children,Family/Divorce/Custody,2020-11-03 17:28:16,2021-04-15 15:17:58,1ADBD57F-DC3D-4EDF-AEEB-67B9EA611E98,fear
GA,Gordon,Other,43.0,Female,Other,No,No,3.0,0.0,Family and Children,Family/Divorce/Custody,2020-11-03 19:34:49,2020-12-17 20:44:55,6838D7EA-848B-4E41-891D-FFE5E395BB98,fear
GA,Gordon,Other,43.0,Female,Other,No,No,3.0,0.0,Family and Children,Family/Divorce/Custody,2020-11-03 19:34:49,2020-12-17 20:44:55,6838D7EA-848B-4E41-891D-FFE5E395BB98,fear
GA,Laurens,Caucasian,65.0,Female,Single,No,No,3.0,25000.0,Family and Children,Family/Divorce/Custody,2020-11-03 20:45:02,2021-04-15 15:07:38,0985262D-B96F-49D3-A8B7-29F1F34F5538,surprise
GA,Bleckley,Other,64.0,Other,Other,,No,1.0,15840.0,Family and Children,Family/Divorce/Custody,2020-11-03 22:46:35,2021-04-15 15:18:22,6BE9BB18-5FF3-4712-A14A-C56F36155911,fear
GA,DeKalb,Other,27.0,Female,Single,No,No,2.0,30000.0,Consumer Financial Questions,Debts & Purchases,2020-11-04 01:57:34,2021-04-15 15:18:52,80C9F868-A7DC-406B-92A6-C637917016A4,fear
GA,Fulton,African American,21.0,Female,Single,No,No,4.0,20000.0,Family and Children,Family/Divorce/Custody,2020-11-04 03:00:45,2021-04-15 15:19:15,244122E5-06E2-494C-B040-788285592EAF,fear
GA,Clayton,African American,57.0,Female,Married / remarried,No,No,2.0,33600.0,Family and Children,Family/Divorce/Custody,2020-11-04 05:04:06,2021-04-15 15:20:10,1909EE82-7BE6-4AB5-953C-B707916F29E4,fear
GA,Coweta,Latino or Hispanic,39.0,Female,Married / remarried,No,No,6.0,24375.0,Family and Children,Family/Divorce/Custody,2020-11-04 15:41:46,2021-04-15 15:20:30,D908C101-A3FA-4573-BDAB-479F66F558A2,happy
GA,Chatham,African American,29.0,Female,Single,No,No,3.0,900.0,Other,Other,2020-11-04 15:52:58,2020-12-17 20:48:43,3D1CC81D-E8D7-4452-8391-2266FE5761CA,fear
GA,Chatham,African American,29.0,Female,Single,No,No,3.0,900.0,Other,Other,2020-11-04 15:52:58,2020-12-17 20:48:43,3D1CC81D-E8D7-4452-8391-2266FE5761CA,fear
GA,Sumter,African American,29.0,Female,Single,No,No,4.0,20000.0,Other,Other,2020-11-04 17:55:55,2021-04-15 15:21:04,9A7F3D18-3661-4D6F-B988-215F63E606B5,fear
GA,Douglas,African American,44.0,Female,Single,No,No,3.0,0.0,Housing and Homelessness,Housing or Property Owned,2020-11-04 19:40:44,2020-11-17 15:55:25,E26AFB02-CA74-4BA6-9CA2-560A0258AE36,fear
GA,Clarke,African American,36.0,Female,Single,No,No,2.0,4000.0,Other,Other,2020-11-04 19:22:19,2021-02-13 22:19:51,08884D49-DC9C-4669-9B6E-7CB1B4F22554,fear
GA,Clarke,African American,36.0,Female,Single,No,No,2.0,4000.0,Other,Other,2020-11-04 19:22:19,2021-02-13 22:19:51,08884D49-DC9C-4669-9B6E-7CB1B4F22554,fear
GA,Fulton,African American,40.0,Female,Single,No,No,4.0,1000.0,Other,Other,2020-11-04 21:06:13,2021-04-15 15:21:27,F060271F-4842-4F0A-A9CC-AB34B5F97469,happy
GA,Richmond,African American,48.0,Female,Married / remarried,No,No,3.0,1000.0,Family and Children,Family/Divorce/Custody,2020-11-04 22:43:31,2021-04-15 15:21:48,ACFEA653-F44B-4CE5-B290-0029960901C8,sad
GA,Henry,Other,31.0,Other,Other,,No,3.0,0.0,Family and Children,Family/Divorce/Custody,2020-11-04 23:00:38,2021-04-15 15:23:31,65016138-5050-4B32-BF4D-5A3674EBB01A,sad
GA,Rockdale,African American,39.0,Female,Married / remarried,No,No,4.0,37000.0,Family and Children,Family/Divorce/Custody,2020-11-04 23:40:14,2021-04-15 15:23:51,3EEB551F-F635-45DE-805A-2316753F60DC,sad
GA,Richmond,African American,44.0,Male,Married / remarried,Yes,No,3.0,21600.0,Family and Children,Family/Divorce/Custody,2020-11-05 00:35:26,2020-12-26 16:32:56,88BA0EDA-A127-4AA7-B687-F81936D0BC35,sad
GA,Richmond,African American,44.0,Male,Married / remarried,Yes,No,3.0,21600.0,Family and Children,Family/Divorce/Custody,2020-11-05 00:35:26,2020-12-26 16:32:56,88BA0EDA-A127-4AA7-B687-F81936D0BC35,sad
GA,Brantley,Caucasian,35.0,Female,Married / remarried,No,No,3.0,0.0,Other,Other,2020-11-05 00:57:48,2021-04-15 15:24:14,CEA4E1C6-FA2C-41EF-8FC4-4DED50C054BD,fear
GA,Cobb,African American,23.0,Female,Single,No,No,2.0,18000.0,"Work, Employment and Unemployment",Work,2020-11-05 12:17:58,2020-12-17 21:54:04,D5053CAE-35BD-4B4C-9316-34E6989446E0,fear
GA,Cobb,African American,23.0,Female,Single,No,No,2.0,18000.0,"Work, Employment and Unemployment",Work,2020-11-05 12:17:58,2020-12-17 21:54:04,D5053CAE-35BD-4B4C-9316-34E6989446E0,fear
GA,Douglas,Other,53.0,Other,Other,,No,3.0,6000.0,Other,Other,2020-11-05 12:55:55,2020-12-17 21:53:33,E5A96BDC-5798-4A80-B3DD-D90876E85589,sad
GA,Douglas,Other,53.0,Other,Other,,No,3.0,6000.0,Other,Other,2020-11-05 12:55:55,2020-12-17 21:53:33,E5A96BDC-5798-4A80-B3DD-D90876E85589,sad
GA,Camden,African American,31.0,Male,Single,No,No,2.0,30000.0,Family and Children,Family/Divorce/Custody,2020-11-05 14:49:17,2021-04-15 15:24:59,A753101A-770C-4FB3-9C89-332C2DDB95C7,surprise
GA,Fulton,Other,40.0,Female,Married / remarried,No,No,5.0,3600.0,Family and Children,Family/Divorce/Custody,2020-11-05 16:16:43,2020-12-27 21:29:12,21C6DB68-5DE5-4C44-8DAF-3F26E680FD1B,fear
GA,Fulton,Other,40.0,Female,Married / remarried,No,No,5.0,3600.0,Family and Children,Family/Divorce/Custody,2020-11-05 16:16:43,2020-12-27 21:29:12,21C6DB68-5DE5-4C44-8DAF-3F26E680FD1B,fear
GA,Walker,Caucasian,50.0,Female,Divorced or Widowed,No,No,2.0,25000.0,Individual Rights,Civil/Constitutional Rights,2020-11-05 16:26:48,2021-04-15 15:25:23,8B0F9258-ED28-4849-9126-3D4CFAD226C3,fear
GA,Walker,Caucasian,50.0,Female,Divorced or Widowed,No,No,2.0,25000.0,Individual Rights,Civil/Constitutional Rights,2020-11-05 16:26:48,2021-04-15 15:25:23,8B0F9258-ED28-4849-9126-3D4CFAD226C3,fear
GA,Fulton,Caucasian,54.0,Female,Divorced or Widowed,No,No,3.0,50000.0,Other,Other,2020-11-05 18:27:19,2020-12-27 20:55:12,EC3BA9E8-35F7-4426-9EF2-21C6AA5322B6,fear
GA,Fulton,Caucasian,54.0,Female,Divorced or Widowed,No,No,3.0,50000.0,Other,Other,2020-11-05 18:27:19,2020-12-27 20:55:12,EC3BA9E8-35F7-4426-9EF2-21C6AA5322B6,fear
GA,Clayton,African American,43.0,Female,Married / remarried,No,No,6.0,55000.0,Individual Rights,Civil/Constitutional Rights,2020-11-05 18:30:15,2020-12-17 21:10:35,70DF372B-966F-4F44-9068-A0D051DDCC33,fear
GA,Clayton,African American,43.0,Female,Married / remarried,No,No,6.0,55000.0,Individual Rights,Civil/Constitutional Rights,2020-11-05 18:30:15,2020-12-17 21:10:35,70DF372B-966F-4F44-9068-A0D051DDCC33,fear
GA,Barrow,Caucasian,37.0,Female,Married / remarried,No,No,4.0,45000.0,Housing and Homelessness,Housing or Property Owned,2020-11-05 18:58:21,2020-11-28 03:27:59,9F317B37-721D-4F0D-AE99-1EDCA5677E25,fear
GA,Barrow,Caucasian,37.0,Female,Married / remarried,No,No,4.0,45000.0,Housing and Homelessness,Housing or Property Owned,2020-11-05 18:58:21,2020-11-28 03:27:59,9F317B37-721D-4F0D-AE99-1EDCA5677E25,fear
GA,Meriwether,Other,36.0,Other,Other,,No,7.0,24000.0,Other,Other,2020-11-05 19:48:21,2020-12-17 20:51:04,53AE9E9F-612F-4FF6-98DF-BD347E2B8CBE,surprise
GA,Meriwether,Other,36.0,Other,Other,,No,7.0,24000.0,Other,Other,2020-11-05 19:48:21,2020-12-17 20:51:04,53AE9E9F-612F-4FF6-98DF-BD347E2B8CBE,surprise
GA,Clayton,African American,21.0,Female,Single,No,No,3.0,6000.0,Housing and Homelessness,Housing or Property Owned,2020-11-05 20:12:03,2021-04-15 15:25:41,B478D3F2-E622-4B97-972A-0A07D9677014,sad
GA,Henry,African American,36.0,Male,Single,No,No,1.0,0.0,Family and Children,Family/Divorce/Custody,2020-11-05 21:19:18,2021-04-15 15:26:27,38231E0C-D4A9-4F89-A118-ECE02F53B249,sad
GA,Henry,African American,36.0,Male,Single,No,No,1.0,0.0,Family and Children,Family/Divorce/Custody,2020-11-05 21:15:28,2021-04-15 15:26:02,38231E0C-D4A9-4F89-A118-ECE02F53B249,sad
GA,Walton,Caucasian,25.0,Male,Single,No,No,5.0,40000.0,Other,Other,2020-11-05 21:05:35,2020-12-17 22:00:49,147C8864-F58A-41F0-82E4-D25CCCAC4DD6,fear
GA,Walton,Caucasian,25.0,Male,Single,No,No,5.0,40000.0,Other,Other,2020-11-05 21:05:35,2020-12-17 22:00:49,147C8864-F58A-41F0-82E4-D25CCCAC4DD6,fear
GA,Bacon,Caucasian,28.0,Male,Single,No,No,4.0,0.0,Family and Children,Family/Divorce/Custody,2020-11-05 21:26:30,2020-11-26 18:36:40,E090BB47-4218-4645-AC3D-FCF68A2541B3,sad
GA,Bacon,Caucasian,28.0,Male,Single,No,No,4.0,0.0,Family and Children,Family/Divorce/Custody,2020-11-05 21:26:30,2020-11-26 18:36:40,E090BB47-4218-4645-AC3D-FCF68A2541B3,sad
GA,Newton,Caucasian,49.0,Female,Divorced or Widowed,No,No,3.0,0.0,Family and Children,Family/Divorce/Custody,2020-11-05 21:26:56,2021-04-15 15:26:52,6858899C-B31B-4E24-ADFD-60328D7C770E,sad
GA,Jackson,Caucasian,30.0,Female,Other,No,No,4.0,2000.0,Family and Children,Family/Divorce/Custody,2020-11-06 00:38:47,2020-12-26 16:36:56,3F0E0B14-C277-4F6B-B5B5-05241FCA9CA7,fear
GA,Jackson,Caucasian,30.0,Female,Other,No,No,4.0,2000.0,Family and Children,Family/Divorce/Custody,2020-11-06 00:38:47,2020-12-26 16:36:56,3F0E0B14-C277-4F6B-B5B5-05241FCA9CA7,fear
GA,Cobb,Other,25.0,Female,Single,No,No,6.0,12000.0,Other,Other,2020-11-06 02:54:55,2021-04-15 15:27:21,5A31DA01-B2E8-4208-BA1D-FB4E6C9C1F9A,fear
GA,Columbia,Caucasian,41.0,Female,Separated,No,No,4.0,0.0,Family and Children,Family/Divorce/Custody,2020-11-06 03:46:00,2020-12-17 21:21:58,C7A6E3B2-B3C3-4CD4-A922-977F5DF6E72A,sad
GA,Columbia,Caucasian,41.0,Female,Separated,No,No,4.0,0.0,Family and Children,Family/Divorce/Custody,2020-11-06 03:46:00,2020-12-17 21:21:58,C7A6E3B2-B3C3-4CD4-A922-977F5DF6E72A,sad
GA,Hart,Caucasian,35.0,Female,Single,No,No,1.0,2339.63,Family and Children,Family/Divorce/Custody,2020-11-06 15:43:13,2021-04-15 15:27:51,BCE77896-A6DA-477B-B06D-2C25190DC4A3,fear
GA,Glynn,Caucasian,53.0,Female,Divorced or Widowed,No,No,1.0,14700.0,Consumer Financial Questions,Debts & Purchases,2020-11-06 19:47:38,2021-04-15 15:28:18,F124E7DD-6CB3-4760-93A5-C7D30E1F2642,surprise
GA,Glynn,Caucasian,53.0,Female,Divorced or Widowed,No,No,1.0,14700.0,Consumer Financial Questions,Debts & Purchases,2020-11-06 19:47:38,2021-04-15 15:28:18,F124E7DD-6CB3-4760-93A5-C7D30E1F2642,surprise
GA,Fulton,African American,29.0,Male,Single,No,No,4.0,20000.0,Individual Rights,Civil/Constitutional Rights,2020-11-06 22:20:49,2021-04-15 15:28:54,D48AF4E7-7DFA-46BE-B8A8-89F62F1E07DB,surprise
GA,Murray,Caucasian,24.0,Female,Single,,No,2.0,15000.0,Housing and Homelessness,Housing or Property Owned,2020-11-07 01:09:15,2021-04-15 15:29:31,70EC3149-DF46-488C-945C-1B3FCA873759,sad
GA,Forsyth,Caucasian,40.0,Female,Married / remarried,No,No,2.0,0.0,Family and Children,Family/Divorce/Custody,2020-11-07 01:12:26,2020-12-17 21:07:33,2BBFFF44-BBD6-45C7-86A3-09863147BE06,fear
GA,Forsyth,Caucasian,40.0,Female,Married / remarried,No,No,2.0,0.0,Family and Children,Family/Divorce/Custody,2020-11-07 01:12:26,2020-12-17 21:07:33,2BBFFF44-BBD6-45C7-86A3-09863147BE06,fear
GA,Paulding,Caucasian,48.0,Female,Single,No,No,2.0,19200.0,"Work, Employment and Unemployment",Work,2020-11-07 03:39:16,2020-11-07 03:41:25,19C7ED5B-3493-4414-9860-8EC42AA83356,fear
GA,Paulding,Caucasian,48.0,Female,Single,No,No,2.0,19200.0,"Work, Employment and Unemployment",Work,2020-11-07 03:49:26,2020-12-22 18:40:29,19C7ED5B-3493-4414-9860-8EC42AA83356,fear
GA,Paulding,Caucasian,48.0,Female,Single,No,No,2.0,19200.0,"Work, Employment and Unemployment",Work,2020-11-07 03:49:26,2020-12-22 18:40:29,19C7ED5B-3493-4414-9860-8EC42AA83356,fear
GA,Liberty,Native American,41.0,Male,Single,No,No,3.0,9396.0,Other,Other,2020-11-07 09:10:03,2021-04-15 15:29:57,EDD87CDD-A064-4455-962D-22E530769EE9,fear
GA,Richmond,African American,27.0,Female,Separated,Yes,No,3.0,23000.0,Family and Children,Family/Divorce/Custody,2020-11-07 10:09:12,2021-04-15 15:30:27,25493B66-DF21-4327-AE6E-4F85B062CDBD,surprise
GA,Richmond,African American,27.0,Female,Separated,Yes,No,3.0,23000.0,Family and Children,Family/Divorce/Custody,2020-11-07 10:09:12,2021-04-15 15:30:27,25493B66-DF21-4327-AE6E-4F85B062CDBD,surprise
GA,Henry,Other,40.0,Female,Married / remarried,No,No,6.0,24000.0,Family and Children,Family/Divorce/Custody,2020-11-07 15:49:21,2021-04-15 15:30:53,F64D1BA6-3901-42CD-B337-6EC25889F9DF,fear
GA,Henry,Other,40.0,Female,Married / remarried,No,No,6.0,24000.0,Housing and Homelessness,Housing or Property Owned,2021-08-17 17:20:58,2021-09-21 17:17:23,F64D1BA6-3901-42CD-B337-6EC25889F9DF,fear
GA,Gwinnett,Latino or Hispanic,26.0,Female,Married / remarried,No,No,2.0,22000.0,Family and Children,Family/Divorce/Custody,2020-11-07 17:22:33,2021-04-15 15:31:29,897E4F35-B3E8-45A5-BC1E-02DD754D88B1,fear
GA,Coffee,African American,31.0,Female,Married / remarried,No,No,6.0,48000.0,Family and Children,Family/Divorce/Custody,2020-11-07 18:42:01,2021-04-15 15:32:00,C41D527D-C04F-4D27-B272-289865564E12,happy
GA,Muscogee,Caucasian,29.0,Male,Single,No,No,2.0,500.0,Individual Rights,Civil/Constitutional Rights,2020-11-07 19:32:30,2020-11-19 06:08:01,FECACD0D-E70C-4CA4-B02A-571B56EECAE7,fear
GA,Gwinnett,Other,25.0,Female,Single,No,No,4.0,46000.0,Family and Children,Family/Divorce/Custody,2020-11-07 20:46:23,2021-04-15 15:32:29,9BBABAE1-053A-4016-AF04-4A17FF358CB5,fear
GA,Fulton,African American,64.0,Male,Single,Yes,No,2.0,15864.0,Housing and Homelessness,Housing or Property Owned,2020-11-08 13:37:38,2021-04-15 15:32:49,D11D3A6B-9F0B-4A9C-A3A1-FB28E5AD3AFB,fear
GA,Cherokee,Caucasian,49.0,Female,Divorced or Widowed,No,No,2.0,20000.0,Family and Children,Wills/Inheritance,2020-11-08 14:23:17,2020-12-22 04:41:53,63956DE1-5533-4128-A63A-3F20FDCED3BA,fear
GA,Cherokee,Caucasian,49.0,Female,Divorced or Widowed,No,No,2.0,20000.0,Family and Children,Wills/Inheritance,2020-11-08 14:23:17,2020-12-22 04:41:53,63956DE1-5533-4128-A63A-3F20FDCED3BA,fear
GA,Cherokee,Caucasian,49.0,Female,Divorced or Widowed,No,No,2.0,20000.0,Family and Children,Wills/Inheritance,2020-11-08 14:23:17,2020-12-22 04:41:53,63956DE1-5533-4128-A63A-3F20FDCED3BA,fear
GA,Cherokee,Caucasian,49.0,Female,Divorced or Widowed,No,No,2.0,20000.0,Family and Children,Wills/Inheritance,2020-11-08 14:23:17,2020-12-22 04:41:53,63956DE1-5533-4128-A63A-3F20FDCED3BA,fear
GA,Cherokee,Caucasian,49.0,Female,Divorced or Widowed,No,No,2.0,20000.0,Family and Children,Wills/Inheritance,2020-11-08 14:23:17,2020-12-22 04:41:53,63956DE1-5533-4128-A63A-3F20FDCED3BA,fear
GA,Cherokee,Caucasian,49.0,Female,Divorced or Widowed,No,No,2.0,20000.0,Family and Children,Wills/Inheritance,2020-11-08 14:23:17,2020-12-22 04:41:53,63956DE1-5533-4128-A63A-3F20FDCED3BA,fear
GA,Cherokee,Caucasian,49.0,Female,Divorced or Widowed,No,No,2.0,20000.0,Family and Children,Wills/Inheritance,2020-11-08 14:23:17,2020-12-22 04:41:53,63956DE1-5533-4128-A63A-3F20FDCED3BA,fear
GA,Cherokee,Caucasian,49.0,Female,Divorced or Widowed,No,No,2.0,20000.0,Family and Children,Wills/Inheritance,2020-11-08 14:23:17,2020-12-22 04:41:53,63956DE1-5533-4128-A63A-3F20FDCED3BA,fear
GA,Cherokee,Caucasian,49.0,Female,Divorced or Widowed,No,No,2.0,20000.0,Family and Children,Wills/Inheritance,2020-11-08 14:23:17,2020-12-22 04:41:53,63956DE1-5533-4128-A63A-3F20FDCED3BA,fear
GA,Cherokee,Caucasian,49.0,Female,Divorced or Widowed,No,No,2.0,20000.0,Family and Children,Wills/Inheritance,2020-11-08 14:23:17,2020-12-22 04:41:53,63956DE1-5533-4128-A63A-3F20FDCED3BA,fear
GA,Cherokee,Caucasian,49.0,Female,Divorced or Widowed,No,No,2.0,20000.0,Family and Children,Wills/Inheritance,2020-11-08 14:23:17,2020-12-22 04:41:53,63956DE1-5533-4128-A63A-3F20FDCED3BA,fear
GA,DeKalb,African American,20.0,Female,Single,No,No,2.0,29000.0,Housing and Homelessness,Housing or Property Owned,2020-11-08 14:12:49,2021-04-15 15:33:08,F9E87596-8F79-4537-92AB-3B0FBE9AA9A8,fear
GA,Harris,Other,54.0,Female,Other,,No,2.0,35000.0,Other,Other,2020-11-08 14:15:23,2020-12-17 20:53:17,BC590ED8-6016-44E1-96D6-206EACB4CF0C,fear
GA,Harris,Other,54.0,Female,Other,,No,2.0,35000.0,Other,Other,2020-11-08 14:15:23,2020-12-17 20:53:17,BC590ED8-6016-44E1-96D6-206EACB4CF0C,fear
GA,Forsyth,Caucasian,73.0,Female,Married / remarried,No,No,2.0,36000.0,Income Maintenance,Benefits,2020-11-08 19:40:59,2021-04-15 15:33:31,EB8518DA-BC1F-46E6-930D-2EEDD12D4B96,fear
GA,Cobb,African American,21.0,Female,Single,No,No,1.0,5000.0,Individual Rights,Civil/Constitutional Rights,2020-11-09 00:26:12,2021-04-15 15:33:57,77FB8A62-CA09-4A81-8F18-15CA538E5D1F,fear
GA,Clayton,Other,29.0,Other,Other,,No,3.0,20000.0,Family and Children,Family/Divorce/Custody,2020-11-09 07:15:30,2021-04-15 15:35:09,1734FD57-BEAF-4542-93F4-61B0BD3D9F0B,fear
GA,Monroe,Caucasian,32.0,Female,Single,No,No,1.0,5000.0,Family and Children,Family/Divorce/Custody,2020-11-09 07:22:41,2020-12-17 21:25:04,96DA8C8D-4C37-4502-B928-A13B7658F44B,fear
GA,Monroe,Caucasian,32.0,Female,Single,No,No,1.0,5000.0,Family and Children,Family/Divorce/Custody,2020-11-09 07:22:41,2020-12-17 21:25:04,96DA8C8D-4C37-4502-B928-A13B7658F44B,fear
GA,Decatur,African American,61.0,Female,Married / remarried,No,No,3.0,3500.0,Other,Other,2020-11-09 13:41:19,2021-04-15 15:35:33,D32DC97A-6F60-404E-9225-006A1A768EE0,happy
GA,Chatham,Caucasian,39.0,Female,Divorced or Widowed,No,No,2.0,2000.0,Other,Other,2020-11-09 13:57:18,2021-04-15 15:36:01,DA012C2A-B1E5-4531-86C2-88AE5A0567FB,fear
GA,Clarke,Caucasian,42.0,Female,Separated,No,No,1.0,0.0,Individual Rights,Civil/Constitutional Rights,2020-11-09 15:38:54,2021-04-15 15:36:20,B0296FE1-8F8A-4121-AB59-7FD456940F5D,fear
GA,Douglas,African American,37.0,Female,Married / remarried,No,No,4.0,15000.0,Other,Other,2020-11-09 15:52:21,2020-12-25 04:31:38,7FBBDEA4-17E4-4BAD-92F2-CF331DAF00DB,fear
GA,Douglas,African American,37.0,Female,Married / remarried,No,No,4.0,15000.0,Other,Other,2020-11-09 15:52:21,2020-12-25 04:31:38,7FBBDEA4-17E4-4BAD-92F2-CF331DAF00DB,fear
GA,Bartow,Caucasian,52.0,Female,Married / remarried,No,No,3.0,40000.0,Family and Children,Family/Divorce/Custody,2020-11-09 17:29:37,2021-04-15 15:36:46,5E66490F-0D23-42AB-9966-E8462D268E45,angry
GA,Fulton,Other,54.0,Other,Other,,No,2.0,19200.0,Family and Children,Family/Divorce/Custody,2020-11-09 17:33:42,2021-04-15 15:37:11,D4C1912A-70ED-48BF-95E2-25BEC7E37542,surprise
GA,Lamar,Other,33.0,Other,Other,No,No,6.0,46000.0,Housing and Homelessness,Housing or Property Owned,2020-11-09 18:38:24,2021-04-15 15:37:37,51B0CF06-451B-45E9-9030-B4A6F7B361F2,fear
GA,Floyd,Caucasian,57.0,Male,Married / remarried,Yes,No,2.0,40000.0,Family and Children,Wills/Inheritance,2020-11-09 18:56:47,2020-12-11 02:43:11,13037DD1-A069-4ABC-9B75-7494E2C63317,fear
GA,Floyd,Caucasian,57.0,Male,Married / remarried,Yes,No,2.0,40000.0,Family and Children,Wills/Inheritance,2020-11-09 18:56:47,2020-12-11 02:43:11,13037DD1-A069-4ABC-9B75-7494E2C63317,fear
GA,Newton,Other,35.0,Other,Other,,No,2.0,30000.0,Family and Children,Family/Divorce/Custody,2020-11-09 22:08:30,2021-04-15 15:38:47,673A1D22-2A48-402E-BDBA-127F8173EB8B,sad
GA,Hall,Other,80.0,Female,Divorced or Widowed,No,No,1.0,28000.0,Housing and Homelessness,Housing or Property Owned,2020-11-09 22:05:31,2021-04-15 15:38:29,33C21218-D92F-4CC1-B315-78C3193D9164,fear
GA,Hall,Other,80.0,Female,Divorced or Widowed,No,No,1.0,28000.0,Housing and Homelessness,Housing or Property Owned,2020-11-09 22:05:31,2021-04-15 15:38:29,33C21218-D92F-4CC1-B315-78C3193D9164,fear
GA,Bleckley,Caucasian,18.0,Male,Single,No,No,1.0,3000.0,Individual Rights,Civil/Constitutional Rights,2020-11-09 23:50:01,2020-12-27 20:22:12,67C25E98-8C53-44C7-854C-02C2227E79F8,fear
GA,Bleckley,Caucasian,18.0,Male,Single,No,No,1.0,3000.0,Individual Rights,Civil/Constitutional Rights,2020-11-09 23:50:01,2020-12-27 20:22:12,67C25E98-8C53-44C7-854C-02C2227E79F8,fear
GA,Chatham,Other,52.0,Other,Other,,No,3.0,7000.0,Income Maintenance,"Hurricane â€“ SNAP (Food Stamps), Unemployment Insurance",2020-11-10 14:11:07,2021-04-15 15:39:08,5393C333-594C-47B1-8DFB-DA2FBF8A355C,fear
GA,Washington,Caucasian,31.0,Female,Separated,No,No,3.0,20000.0,Family and Children,Family/Divorce/Custody,2020-11-10 14:19:14,2020-12-26 16:39:56,50A4247E-76E0-4F21-A62D-0B976CC92373,fear
GA,Washington,Caucasian,31.0,Female,Separated,No,No,3.0,20000.0,Family and Children,Family/Divorce/Custody,2020-11-10 14:19:14,2020-12-26 16:39:56,50A4247E-76E0-4F21-A62D-0B976CC92373,fear
GA,DeKalb,African American,77.0,Male,Divorced or Widowed,No,No,1.0,24000.0,Consumer Financial Questions,Debts & Purchases,2020-11-10 15:16:31,2021-04-15 15:39:43,1736DE5D-25E9-42CC-B5BB-BF804BABF153,fear
GA,Cobb,African American,49.0,Female,Divorced or Widowed,No,No,3.0,25000.0,Individual Rights,Civil/Constitutional Rights,2020-11-11 16:17:23,2021-04-15 15:43:18,EBD03BF0-6C3D-469C-904F-D491D2A56EAE,fear
